"uuid","handle","rights","interdis","filepath","wos","scopus","pubmed","trdizin","yoktez","scopus_q","wos_q","issn","ispartof","auth_aff","author0","authority0","ou0","author1","authority1","ou1","author2","authority2","ou2","author3","authority3","ou3","author4","authority4","ou4","author5","authority5","ou5","author6","authority6","ou6","author7","authority7","ou7","author8","authority8","ou8","author9","authority9","ou9","author10","authority10","ou10","advisor0","advisor_authority0","ou_adv0","advisor1","advisor_authority1","ou_adv1","subject0","subject1","subject2","subject3","subject4","subject5","abstract","title","date","type","relation","fund","scopus_citation","wos_citation","views","downloads","google_num_citations","google_cites_per_year","plumcapture","plumcategorytotals","mendeley_readcount","mendeley_readers","citesperdoc2years","sjr"
"3b5415f7-d3d3-498c-9469-6da628c208de","11147/11920","info:eu-repo/semantics/openAccess",NULL,"/bitstream/11147/11920/1/10.1515@9783035613544-027.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Akgün, Yenal",NULL,NULL,"Maden, Feray",NULL,NULL,"Gür, Şebnem","rp02374",25,"Kiper, Gökhan","rp00108",21,"Korkmaz, Koray","rp00143",25,"Aktaş, Engin","rp00078",19,"Yar Uncu, Müjde",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Flexible buildings","Scissor linkages","Loop types","Scissor structure",NULL,NULL,"Zu allen Zeiten haben Menschen versucht, flexible Gebäude zu bauen, die sich ständig verändernden
Anforderungen und Umweltbedingungen anpassen. Die Einbeziehung von Bewegung in die Architektur
ist der Versuch, auf veränderliche Umstände mit neuen Lösungen zu reagieren. Das Konzept der Bewegung
ist in der Tat nicht neu für die Architektur. Die Wurzeln gehen bis in die Antike zurück. Einfache,
mit flexiblen Außenhäuten gebaute Nomadenzelte können als das erste Beispiel für adaptive Strukturen
angesehen werden, die zum Schutz vor extremen Umweltbedingungen dienten.1 Die zum Abdecken
des Daches im Colosseum von Rom verwendeten Leinwandbahnen sind ein weiteres Beispiel. Sie bildeten
Markisen, die nicht nur Sonnenschutz boten, sondern für die Zuschauer durch ihr Durchhängen zur Mitte hin auch eine Brise einfingen.","Scherengestänge als elemente adaptiver morphologien","2020","Book Part",NULL,NULL,NULL,NULL,"51170","248",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6b4caf6f-c5c8-4942-b49b-780e53c21740","11147/4015","info:eu-repo/semantics/openAccess",NULL,"/bitstream/11147/4015/1/T000292.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Balıklı, Umut Başak",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Tokatlı, Figen","rp00234",18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Food safety is the major concern for the food industry and Hazard Analysis and Critical Control Points (HACCP) is an effective safety management system. Data analysis is an important ingredient of this system. The use of Statistical Process Monitoring (SPM) methods in critical control point monitoring step can further improve a HACCP system,since SPM and HACCP have a common goal which is to prevent failures before they occur.Food production processes include many variables and generally they are not independent of each other. The use of multivariate statistical methods is more appropriate than that of univariate statistical methods for food processes and provides comprehensive analysis of the data. The aim of this study was to display the benefits of the use of multivariate SPM techniques in HACCP system.In this study, data were taken from a food processing plant, which uses HACCP program in the production. They were collected in a frozen vegetable production line and composed of raw material properties, process conditions, microbiological counts and end product analyses. The data were analyzed by using multivariate statistical techniques such as Principal Component Analysis (PCA), Multiple Linear Regression (MLR), Principle Component Regression (PCR) and Partial Least Square Regression (PLSR). In the monitoring step, multivariate statistical tools such as Hotelling's T2, Squared Prediction Error (SPE) and contribution plots were utilized. Cause and effect diagrams were also employed as a problem analysis tool to improve the process.Uncorrelated score variables of PCA of process data and quality data successfully analyzed out of control observations on time basis in T2 and SPE plots. Contribution plots displayed the responsible variables, which alarmed at particular time instant. Contribution percentages of variables obtained from these out of control points displayed that blanching temperature and microbial counts are very important contributing factors. Blanching temperature is a variable of the first critical control point (CCP-1) and microbial counts are the verification of that CCP. This result indicates that CCP-1 is the point which extra care should be taken.PCR and PLSR techniques were successful in analyzing the process and product data individually. T2 and SPE plots of these models were nearly the same with the PCA of process data and product data. The regression models (MLR, PCR and PLSR) were not able to explain the correlation structure between process and product data, completely. The in-control data set used in this study was insufficient to construct regression models since it failed to explain the normal operating conditions exactly.It was stated that the proper data collection in the production line would cause an enhancement in the application of multivariate statistical techniques, in both monitoring and prediction of critical control point measurements.","Use of multivariate statistical techniques in HACCP programs","2003","Master Thesis",NULL,NULL,NULL,NULL,"60","34",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b44b9920-8e57-44f4-9171-e7cc8e5a023c","11147/9911","info:eu-repo/semantics/openAccess",NULL,"/bitstream/11147/9911/1/Random_Test.pdf","WOS:000587590500030","2-s2.0-85073879489",NULL,NULL,NULL,NULL,NULL,NULL,"2019 IEEE 19th International Conference on Software Quality, Reliability and Security Companion (QRS-C)",NULL,"Kılınççeker, Onur",NULL,NULL,"Silistre, Alper",NULL,NULL,"Challenger, Moharram",NULL,NULL,"Belli, Fevzi","rp00375",13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Random test generation","GUI testing","Regular expression","Finite state machine",NULL,NULL,"Generation of test sequences, that is, (user) inputs - expected (system) outputs, is an important task of testing of graphical user interfaces (GUI). This work proposes an approach to randomly generate test sequences that might he used for comparison with existing GUI testing techniques to evaluate their efficiency. The proposed approach first models CUI under test by a finite state machine (FSM) and then converts it to a regular expression (RE). A tool based on a special technique we developed analyzes the RE to fulfill missing context information such as the position of a symbol in the RE. The result is a context table representing the RE. The proposed approach traverses the context table to generate the test sequences. To do this, the approach repeatedly selects a symbol in the table, starting from the initial symbol, in a random manner until reaching a special, finalizing symbol for constructing a test sequence. Thus, the approach uses a symbol coverage criterion to assess the adequacy of the test generation. To evaluate the approach, mutation testing is used. The proposed technique is to a great extent implemented and is available as a tool called PQ-Ran Test (PQ-analysis based Random Test Generation). A case study demonstrates the proposed approach and analyzes its effectiveness by mutation testing.","Random test generation from regular expressions for graphical user interface (GUI) testing","2019","Conference Object",NULL,NULL,"4","8","80","18",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"39641b57-ad08-445a-a2e0-74da0a1bebc7","11147/11089","info:eu-repo/semantics/openAccess",NULL,"/bitstream/11147/11089/1/631193.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Üstün, Hikmet Sinan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Tanoğlu, Metin","rp00115",21,NULL,NULL,NULL,"Ballistics","Fiber reinforced composites","Hybridization method","Glass fibers",NULL,NULL,"Fiber katkılı polimerik kompozit malzmeler balistik uygulamalarda düşük özkütle, yüksek mukavemet ve enerji sönümleme kabiliyeti gibi avantajlarından dolayı gün geçtikçe daha yaygın olarak kullanılmaktadır. Bu bağlamda, çalışmada fiber katkılı çok katmanlı kompozit malzemelerin hibritleme yöntemi ile balistik özelliklerinin geliştirilmesi amaçlanmaktadır. Çalışmada, sıklıkla kullanılan fiber tiplerinden olan E-Cam ve aramid fiber tipleri kullanılmış olup reçine malzemesi olarak epoksi reçine sistemi tercih edilmiştir. Homojen ve hibrit fiber katkılı kompozit plakalar üretilmiş olup hibrit kompozit plakalarda konfigürasyon E-Cam fiber katmanı önde aramid fiber katmanı arkada olacak şekilde üretim gerçekleştirilmiştir. Aramid ve E-Cam fiber katmanların birbiri içinde hacimsel oranları 50:50 ve 70:30 olacak şekilde iki farklı tip hibrit kompozit plaka üretilmiştir. Bu sayede farklı fiber tiplerinin birbiri içinde hacimsel oranının balistik özelliklere etkisi de araştırılmıştır. Her kompozit plakadan iki farklı kalınlıkta üretim yapılmış ve test edilmiştir. Kompozit plakalara mekanik ve balistik testler uygulanmış olup uygulanan mekanik ve balistik testler sırası ile çekme, üç nokta eğme ve kısa kiriş dayanımı ve V50 testleri şeklindedir. Test sonuçlarına göre homojen ve hibrit kompozitler arasında karşılaştırma yapılmıştır. Sonuç olarak hibridizasyonun mekanik ve balistik özelliklerin artışında önemli rol oynadığı görülmüştür. E-Cam fiber katkılı kompozit plaka referans alınarak yapılan kütlesel verimlilik hesaplarında hibrit kompozitlerin 1'den büyük verimliliğe sahip olduğu görülmüş olup bu durum aynı seviye tehdide karşı daha düşük alansal ağırlık ile koruma sağlayabildiğini göstermektedir. Delaminasyon alanları incelendiğinde E-Cam katmanların aramid fiber katmanlarına delaminasyon ve enerji sönümleme için zaman kazandırdığı görülmüştür.","Enhancement of ballistic properties by hybridization method of multi-layered composite panels","2020-12","Master Thesis",NULL,NULL,NULL,NULL,"200","680",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"cdad537d-0d67-4423-9dde-8fcb161fd6fd","11147/8501","info:eu-repo/semantics/openAccess",NULL,NULL,"WOS:000488071200027",NULL,NULL,NULL,NULL,"Q1",NULL,"0370-2693","Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",NULL,"Karapınar, Güler","rp01849",11,"CMS Collaboration",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Exotica","Long-lived particles",NULL,NULL,NULL,NULL,"A search for long-lived particles decaying to displaced, nonprompt jets and missing transverse momentum is presented. The data sample corresponds to an integrated luminosity of 137 fb(-1) of proton-proton collisions at a center-of-mass energy of 13 TeV collected by the CMS experiment at the CERN LHC in 2016-2018. Candidate signal events containing nonprompt jets are identified using the timing capabilities of the CMS electromagnetic calorimeter. The results of the search are consistent with the background prediction and are interpreted using a gauge-mediated supersymmetry breaking reference model with a gluino next-to-lightest supersymmetric particle. In this model, gluino masses up to 2100, 2500, and 1900 GeV are excluded at 95% confidence level for proper decay lengths of 0.3, 1, and 100 m, respectively. These are the best limits to date for such massive gluinos with proper decay lengths greater than similar to 0.5 m. (C) 2019 The Author. Published by Elsevier B.V.","Search for long-lived particles using nonprompt jets and missing transverse momentum with proton-proton collisions at root s=13 TeV","2019","Article",NULL,NULL,"8","11","60","0",NULL,NULL,NULL,NULL,NULL,NULL,"4,42","1795"
"dea5a6a6-f913-4c8a-8074-be88908a76aa","11147/6551","info:eu-repo/semantics/openAccess",NULL,"/bitstream/11147/6551/1/T001615.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Odabaşı, İklima",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Çiftçioğlu, Muhsin","rp00103",20,NULL,NULL,NULL,"Wastewater treatment","Ceramic membranes","Membrane","Textile wastewater",NULL,NULL,"Temiz su kıtlığı dünyadaki en önemli problemlerden biri olmuş ve insanoğlunu ve aktivitelerini etkilemektedir. Bu problem kentsel, tarımsal ve endüstriyel faaliyetlerden kaynaklanan atıksuyun tekrar kullanımına yönelik giderek artan çabaları zorunlu kılmıştır. Tekstil çok yüksek miktarlarda su kullanılan ve atıksu üreten bir endüstridir. Adsorpsiyon, filtrasyon, ozonlama ve fotokataliz gibi teknikler bugünlerde atıksu arıtımı ve arıtılan suyun çevreye güvenli bir şekilde deşarjı için kullanılmaktadır.
Membran filtrasyonu yüksek kurulum maliyetine ihtiyaç duymasına rağmen yüksek bir potansiyele sahiptir ve su/tuzların tekrar kullanımıyla maliyette önemli azalmalara neden olabilir. Atıksu arıtımı için halen kullanılmakta olan teknolojiler ile membran teknolojisi kıyaslandığında membran teknolojileri yaygın bir biçimde en iyi method olarak kabul görmektedir.
Bu çalışmada seçici micro/ultra/nanofiltrasyon tabakalarının oluşumları için soljel teknikleri esas alınarak hazırlanmış kararlı kolloidal ve polimerik sollerle ekstrüde alümina destekler kaplandı. Tekstil atıksu arıtımı (önarıtmalı ve önarıtmasız) ve membran tıkanma analizleri yapıldı. Membranların performansları spektrofotometre tarafından karakterize edilen süzüntüler vasıtasıyla belirlendi. Katı madde miktarı, bulanıklık ve renkteki (Pt-Co, m-1) azalışlar yaklaşık olarak sırasıyla %100, %100 ve
%99'dur. MF/UF membranlarında geri dönüşümsüz/membran tıkanıklık seviyeleri koagülasyon katılımı olan Al2(SO4)3 kullanımını takip eden filtrasyonda önemli oranda azalmıştır. Süzüntülerin Pt-Co 455 değerleri deşarj kriterlerinin altında 15-215 arasında belirlenmiş olup bu süzüntülerden bazılarının tekrar kullanımı olasılığı bulunmaktadır.","Preparation of asymmetric TİO2 based nano/ultrafiltration membranes for wastewater treatment","2017-07","Master Thesis",NULL,"Supported by The Scientific and Technological Research Council of Turkey via grant number 113Y344.",NULL,NULL,"28924","60",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4faabb0f-e720-4764-9f8f-b6fb022fbdba","11147/11090","info:eu-repo/semantics/openAccess",NULL,"/bitstream/11147/11090/1/631209.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kocaman, Melis","rp02000",2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kaya Erol, Nursen","rp00019",239,NULL,NULL,NULL,"Open space--Turkey","Historic district","Urban design","Urla, İzmir",NULL,NULL,"Tarihi çevreler, geçmişin somut ve somut olmayan izlerinin birikmesi sonucu oluşan yerlerdir. Kamusal açık alanlar, tarihi çevrelerin önemli parçalarıdır. Tarihi çevrelerdeki kamusal açık alanlar, çeşitli sosyal etkinliklerin gerçekleştiği, düşünme, öğrenme ve sosyal etkileşim yerleridir. Kentin kimliğini oluştururlar. Bu nedenle tarihi çevrelerde kamusal açık alanların korunması ve yaşatılması önemlidir. Tezin amacı, geçmişin somut ve somut olmayan izlerini dikkate alarak tarihi çevrelerde kamusal açık alanlar için tasarım ilkeleri geliştirmektir. Bu tez, geçmişin somut ve somut olmayan tarihsel izlerinin günümüz tasarımında nasıl kullanılması gerektiğini incelemektedir. Bu bağlamda tez, tarihi çevreler için kamusal açık alan tasarım yaklaşımlarını ve ilkelerini inceler ve bir vaka çalışması yoluyla kamusal açık alan tasarım ilkeleri belirler. Tez kapsamında, ilk olarak, tarihi çevrelerdeki kamusal açık alanların özellikleri ve karşılaştığı zorluklar incelenerek, tarihi çevrelerde somut ve somut olmayan tarihi izleri içeren tasarım yaklaşımları ve ilkeleri incelenmiştir. İkinci olarak, tasarımlarında geçmişin somut ve somut olmayan izlerini taşıyan dünya çapında örnekler incelenmiştir. Son olarak Urla Örneği kapsamında Urla Cumhuriyet Meydanı ve çevresi için somut ve somut olmayan tarihi izlere dayanan tasarım ilkeleri belirlenmiştir.","Design of public open spaces in historical districts: The case of Urla","2020-12","Master Thesis",NULL,NULL,NULL,NULL,"164","240",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"a2ca52c6-b69f-4193-8831-13486c66d424","11147/6450","info:eu-repo/semantics/openAccess",NULL,"/bitstream/11147/6450/1/6450.pdf","WOS:000404816000057","2-s2.0-85020001808",NULL,NULL,NULL,"Q1",NULL,"0022-1694","Journal of Hydrology",NULL,"Perumal, Muthiah",NULL,NULL,"Tayfur, Gökmen","rp00083",19,"Rao, C. Madhusudana",NULL,NULL,"Gürarslan, Gürhan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Artificial intelligence methods","Conceptual design","Flood routing","Open channel","Muskingum method",NULL,"The writers thank the discusser for his interest in the study of
Perumal et al. (2017) and welcome the opportunity to address
the issues raised by the discusser. The discusser has mainly raised
four issues on the comparative study carried out by Perumal et al.
(2017) in evaluating the performances of the VPMM model and the
NLM based models, which was initiated by Gill (1977, 1978). These
four issues are addressed by these writers in the following pages:
As a first issue, the discusser has raised a question about the
appropriateness of using the VPMM model (Perumal and Price,
2013), which he considers as the much improved routing model
of the Muskingum-Cunge family approach, and the original nonlinear
Muskingum model of Gill (1978), which he, perhaps, considers
as a initial version of the NLM models. These writers perceive that
the discusser intends to convey that the performance evaluation
study presented by Perumal et al. (2017) based on a latest
improved model and a initial version of the NLM models is inappropriate.
Before discussing straightaway on this issue, the writer
would like to clarify on the misconception of the discusser in categorizing
the VPMM method and the Muskingum-Cunge method
under one family approach.","Reply to comment on “Evaluation of a physically based quasi-linear and a conceptually based nonlinear Muskingum methods” by Reza Barati","2017-07","Annotation",NULL,NULL,"0","1","234","136","1","{2021: 1}","{""(READER_COUNT,2)""}","{""(capture,2)"",""(citation,1)"",""(usage,12)""}",2,"{'Student  > Doctoral Student': 1, 'Researcher': 1}","4,82","1684"
"fcddc13d-f934-41b7-a6f6-f41ef5f0fe16","11147/11921","info:eu-repo/semantics/openAccess",NULL,"/bitstream/11147/11921/1/Yüksek ivmeli paralel robotlar.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ulusal Makina Teorisi Sempozyumu (UMTS)",NULL,"Uzunoğlu, Emre","rp00346",NULL,"Özkahya, Merve",NULL,NULL,"Paksoy, Erhan","rp02332",2,"Taner, Barış",NULL,NULL,"Dede, Mehmet İsmet Can","rp00110",21,"Kiper, Gökhan","rp00108",21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Paralel manipülatörler","Konumlama hassasiyeti","Mekanizmaların dengelenmesi","Mekanizmaların direngenlik analizi",NULL,NULL,"The aim of the study is to investigate structural and control-based improvements in order to
increase the positioning accuracy of parallel robots commonly used in industrial applications. In
this study, methodologies are investigated and proposed to minimize the effects of the geometrical
and non-geometrical factors that adversely affect the accuracy of robot systems. In the scope of
these methodologies, previous studies are presented on all of the geometrical factors and on
stiffness of robot manipulators, minimizing the control errors and balancing, which are classified as
non-geometrical factors. In addition, a simply constrained and an overconstrained robot mechanism
structures that are deignated to carry out the same tasks are presented in this paper for the further
investigation and comparison of the methodologies.","Yüksek ivmeli paralel robotların konumlama  hassasiyetinin artırılmasına yönelik yöntemlerin araştırılması","2019","Conference Object",NULL,NULL,NULL,NULL,"374","78",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5a24b7e8-2713-486d-a78b-b9d838b1df86","11147/10702","info:eu-repo/semantics/openAccess",NULL,NULL,"WOS:000315583200013","2-s2.0-84872286757",NULL,NULL,NULL,"Q1",NULL,"1029-8479","Journal of High Energy Physics",NULL,"CMS Collaboration",NULL,NULL,"Demir, Durmuş Ali","rp00058",8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Hadron-Hadron Scattering",NULL,NULL,NULL,NULL,NULL,"A search for narrow resonances and quantum black holes is performed in inclusive and b-tagged dijet mass spectra measured with the CMS detector at the LHC. The data set corresponds to 5 fb(-1) of integrated luminosity collected in pp collisions at root s = 7 TeV. No narrow resonances or quantum black holes are observed. Model-independent upper limits at the 95% confidence level are obtained on the product of the cross section, branching fraction into dijets, and acceptance for three scenarios: decay into quark-quark, quark-gluon, and gluon-gluon pairs. Specific lower limits are set on the mass of string resonances (4.31 TeV), excited quarks (3.32 TeV), axigluons and colorons (3.36 TeV), scalar color-octet resonances (2.07 TeV), E-6 diquarks (3.75 TeV), and on the masses of W' (1.92 TeV) and Z' (1.47 TeV) bosons. The limits on the minimum mass of quantum black holes range from 4 to 5.3 TeV. In addition, b-quark tagging is applied to the two leading jets and upper limits are set on the production of narrow dijet resonances in a model-independent fashion as a function of the branching fraction to b-jet pairs.","Search for narrow resonances and quantum black holes in inclusive and b-tagged dijet mass spectra from pp collisions at root s=7 TeV","2013","Article",NULL,"We thank Can Kilic for calculations of the string resonance cross section, Ian Lewis for calculations of the S8 model cross section, and Bogdan Dobrescu for assistance in implementing the S8<INF>b</INF> model. We congratulate our colleagues in the CERN accelerator departments for the excellent performance of the LHC machine. We thank the technical and administrative staff at CERN and other CMS institutes, and acknowledge support from: BMWF and FWF (Austria); FNRS and FWO (Belgium); CNPq, CAPES, FAPERJ, and FAPESP (Brazil); MES (Bulgaria); CERN; CAS, MoST, and NSFC (China); COLCIENCIAS (Colombia); MSES (Croatia); RPF (Cyprus); MoER, SF0690030s09 and ERDF (Estonia); Academy of Finland, MEC, and HIP (Finland); CEA and CNRS/IN2P3 (France); BMBF, DFG, and HGF (Germany); GSRT (Greece); OTKA and NKTH (Hungary); DAE and DST (India); IPM (Iran); SFI (Ireland); INFN (Italy); NRF and WCU (Korea); LAS (Lithuania); CINVESTAV, CONACYT, SEP, and UASLP-FAI (Mexico); MST (New Zealand); PAEC (Pakistan); MSHE and NSC (Poland); FCT (Portugal); JINR (Armenia, Belarus, Georgia, Ukraine, Uzbekistan); MON, RosAtom, RAS and RFBr (Russia); MSTD (Serbia); SEIDI and CPAN (Spain); Swiss Funding Agencies (Switzerland); NSC (Taipei); TUBITAK and TAEK (Turkey); STFC (United Kingdom); DOE and NSF (U.S.A.).","43","48","84","0",NULL,NULL,NULL,NULL,NULL,NULL,"4,10","948"
"2479c14d-0a79-4dd2-8289-7ace875f111e","11147/6472","info:eu-repo/semantics/openAccess",NULL,"/bitstream/11147/6472/1/6472.pdf","WOS:000407709000002","2-s2.0-85027886267",NULL,NULL,NULL,"Q2",NULL,"2190-5444","European Physical Journal Plus",NULL,"Erman, Fatih","rp00125",11,"Gadella, Manuel",NULL,NULL,"Tunalı, Seçil",NULL,NULL,"Uncu, Haydar",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"One-dimensional system","Dirac delta potentials","Perron-Frobenius theorem","Cauchy interlacing theorem",NULL,NULL,"We give a brief exposition of the formulation of the bound state problem for the one-dimensional system of N attractive Dirac delta potentials, as an N× N matrix eigenvalue problem (ΦA= ωA). The main aim of this paper is to illustrate that the non-degeneracy theorem in one dimension breaks down for the equidistantly distributed Dirac delta potential, where the matrix Φ becomes a special form of the circulant matrix. We then give elementary proof that the ground state is always non-degenerate and the associated wave function may be chosen to be positive by using the Perron-Frobenius theorem. We also prove that removing a single center from the system of N delta centers shifts all the bound state energy levels upward as a simple consequence of the Cauchy interlacing theorem.","A singular one-dimensional bound state problem and its degeneracies","2017-08","Article",NULL,"TUBITAK; Spanish MINECO (MTM2014-57129-C2-1-P); Junta de Castilla y Leon (VA057U16)","8","12","1160","160","14","{2018: 2, 2019: 4, 2020: 4, 2021: 3, 2022: 1}","{""(READER_COUNT,5)""}","{""(capture,5)"",""(citation,12)""}",5,"{'Student  > Master': 1, 'Lecturer > Senior Lecturer': 1, 'Researcher': 1}","3,46","618"
"7ebf2553-936d-4d33-8eb3-8cefb38b4691","11147/3767","info:eu-repo/semantics/openAccess",NULL,"/bitstream/11147/3767/1/T000676.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Arıkan, Aysun",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Özdemir, Durmuş","rp00089",10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Due to the limited petroleum reserves and pollutant effect of petroleum fuels, the use of alternative fuels has became important in recent years. Diesel is one of the most used petroleum fuel, whose exhaust emissions composed of harmful particles, that pollutes the environment. In this sense, vegetable oils and their esters (biodiesel) are considered environmentally friendly fuels, which reduce hazardous impact of diesel emissions. However, using vegetable oils directly in diesel engines may cause some engine problems due to their high viscosity. The most commonly used way to reduce their viscosity is the converting into biodiesel. Because biodiesel production is expensive and time consuming, diesel may be illegally adulterated with vegetable oils before converting into biodiesel.Diesel may also adulterated with kerosene due to the large price differences. The main impact of this adulteration is increased emissions, which damage the environment. On the other hand, the addition of kerosene may also damage the engine. Because of these reasons, it is important to determine these adulterants illegally present in petroleum diesel. In this study, we have determined the adulteration of diesel with sunflower, canola oil, used frying oil, kerosene, and biodiesel by different molecular spectroscopic techniques combined to genetic inverse least squares (GILS). The results  showed that the GILS method is suitable in the fast determination of diesel adulteration with vegetable oils, used frying oil, kerosene, and biodiesel when combined to NIR, FTIR-ATR, and molecular spectroscopic techniques.","Spectroscopic determination of vegetable oiland biodiesel in petroleum diesel using mulitivariate calibration","2008","Master Thesis",NULL,NULL,NULL,NULL,"44","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5b557903-2562-4f32-acea-cb32416006f7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
